,RMS,Time,decibels
0,0.0940114199739,2017-04-15 21:28:23,21.6036454581
1,0.108658474274,2017-04-15 21:28:24,22.8613052615
2,0.165290700502,2017-04-15 21:28:25,26.5050016137
3,0.179086094469,2017-04-15 21:28:26,27.2012705177
4,0.142182631579,2017-04-15 21:28:27,25.196964171
5,0.172984970975,2017-04-15 21:28:28,26.9002006701
6,0.156806583625,2017-04-15 21:28:29,26.0473190667
7,0.177538856391,2017-04-15 21:28:30,27.1259015707
8,0.156684858026,2017-04-15 21:28:31,26.0405737778
9,0.130779702805,2017-04-15 21:28:32,24.4708401314
10,0.142283627295,2017-04-15 21:28:33,25.2031317755
11,0.177609261609,2017-04-15 21:28:34,27.1293453843
12,0.123833539557,2017-04-15 21:28:35,23.9967989419
13,0.125639732985,2017-04-15 21:28:36,24.1225733044
14,0.0936215579801,2017-04-15 21:28:37,21.5675504906
15,0.10241661698,2017-04-15 21:28:38,22.3474417323
16,0.103720542147,2017-04-15 21:28:39,22.4573287726
17,0.114933597324,2017-04-15 21:28:40,23.3489732087
18,0.137347551894,2017-04-15 21:28:41,24.8964516672
19,0.103518750979,2017-04-15 21:28:42,22.4404136757
20,0.0869089137938,2017-04-15 21:28:43,20.9213196505
21,0.0820100558358,2017-04-15 21:28:44,20.4173753611
22,0.128230025205,2017-04-15 21:28:45,24.2998277621
23,0.119495017257,2017-04-15 21:28:46,23.6870291356
24,0.0728459448898,2017-04-15 21:28:47,19.3881408282
25,0.0710339308013,2017-04-15 21:28:48,19.1693501668
26,0.133676492928,2017-04-15 21:28:49,24.6611340713
27,0.0712822756941,2017-04-15 21:28:50,19.1996643324
28,0.0676968302987,2017-04-15 21:28:51,18.7513999019
29,0.124053048296,2017-04-15 21:28:52,24.0121820184
30,0.164270165922,2017-04-15 21:28:53,26.4512071255
31,0.0786001364614,2017-04-15 21:28:54,20.0484992102
32,0.0932635167431,2017-04-15 21:28:55,21.534268962
33,0.138397407164,2017-04-15 21:28:56,24.9625922857
34,0.138966348298,2017-04-15 21:28:57,24.9982261184
35,0.185787014842,2017-04-15 21:28:58,27.5203403434
36,0.129476362121,2017-04-15 21:28:59,24.3838429812
37,0.11632070745,2017-04-15 21:29:00,23.4531739065
38,0.124227233206,2017-04-15 21:29:01,24.0243694635
39,0.0860027477721,2017-04-15 21:29:02,20.8302797513
40,0.0821617940485,2017-04-15 21:29:03,20.4334314845
41,0.0835540954864,2017-04-15 21:29:04,20.5793880519
42,0.143285575453,2017-04-15 21:29:05,25.2640826536
43,0.126748222533,2017-04-15 21:29:06,24.1988707629
44,0.114367451852,2017-04-15 21:29:07,23.306082109
45,0.131312034191,2017-04-15 21:29:08,24.5061237927
46,0.177033074902,2017-04-15 21:29:09,27.1011214638
47,0.144210034648,2017-04-15 21:29:10,25.3199428333
48,0.148180826109,2017-04-15 21:29:11,25.5558734424
49,0.162138798493,2017-04-15 21:29:12,26.3377722177
50,0.243037601988,2017-04-15 21:29:13,29.853502638
51,0.118252558385,2017-04-15 21:29:14,23.5962441182
52,0.175352578639,2017-04-15 21:29:15,27.0182763447
53,0.146069295243,2017-04-15 21:29:16,25.431211887
54,0.120382470056,2017-04-15 21:29:17,23.7512982116
55,0.0978954287351,2017-04-15 21:29:18,21.955281464
56,0.10487961073,2017-04-15 21:29:19,22.5538545447
57,0.15894664791,2017-04-15 21:29:20,26.1650606762
58,0.141398874439,2017-04-15 21:29:21,25.1489522577
59,0.101893240796,2017-04-15 21:29:22,22.3029407203
60,0.136857651533,2017-04-15 21:29:23,24.8654148747
61,0.16058834802,2017-04-15 21:29:24,26.2543138198
62,0.13303622236,2017-04-15 21:29:25,24.6194312963
63,0.0955059106285,2017-04-15 21:29:26,21.7406382063
64,0.122556377985,2017-04-15 21:29:27,23.9067515574
65,0.149791316161,2017-04-15 21:29:28,25.649765945
66,0.105011472,2017-04-15 21:29:29,22.5647681344
67,0.0665273805256,2017-04-15 21:29:30,18.6000416836
68,0.0618315018796,2017-04-15 21:29:31,17.9642291212
69,0.156883516443,2017-04-15 21:29:32,26.0515795134
70,0.123225816836,2017-04-15 21:29:33,23.954067323
71,0.0780945008464,2017-04-15 21:29:34,19.9924422772
72,0.0726125672388,2017-04-15 21:29:35,19.3602690422
73,0.123472753651,2017-04-15 21:29:36,23.9714558845
74,0.112593338418,2017-04-15 21:29:37,23.1702871345
75,0.0974792150199,2017-04-15 21:29:38,21.9182736743
76,0.160237859169,2017-04-15 21:29:39,26.2353358896
77,0.116919786256,2017-04-15 21:29:40,23.4977934642
78,0.131349133422,2017-04-15 21:29:41,24.5085774468
79,0.129445008181,2017-04-15 21:29:42,24.3817393553
80,0.130139706716,2017-04-15 21:29:43,24.4282296828
81,0.177258654105,2017-04-15 21:29:44,27.1121821585
82,0.150178216378,2017-04-15 21:29:45,25.6721720502
83,0.114604529245,2017-04-15 21:29:46,23.3240688408
84,0.126098330911,2017-04-15 21:29:47,24.1542199716
85,0.138912865528,2017-04-15 21:29:48,24.9948826122
86,0.0924399234578,2017-04-15 21:29:49,21.4572247535
87,0.089324940662,2017-04-15 21:29:50,21.1594879369
88,0.0856514154259,2017-04-15 21:29:51,20.7947240946
89,0.139133914122,2017-04-15 21:29:52,25.0086932673
90,0.0812107998237,2017-04-15 21:29:53,20.3323089647
91,0.103651758507,2017-04-15 21:29:54,22.4515667
92,0.149005542589,2017-04-15 21:29:55,25.6040816745
93,0.163288624329,2017-04-15 21:29:56,26.3991518138
94,0.131527231596,2017-04-15 21:29:57,24.5203467918
95,0.109292658446,2017-04-15 21:29:58,22.9118530077
96,0.0985043572329,2017-04-15 21:29:59,22.0091420387
97,0.112868543532,2017-04-15 21:30:00,23.1914916274
98,0.10081593261,2017-04-15 21:30:01,22.2106166488
99,0.106114520408,2017-04-15 21:30:02,22.6555295211
100,0.157105366239,2017-04-15 21:30:03,26.0638535987
101,0.122438958564,2017-04-15 21:30:04,23.8984257482
102,0.104316067476,2017-04-15 21:30:05,22.5070573413
103,0.0819354765318,2017-04-15 21:30:06,20.4094728871
104,0.138526799155,2017-04-15 21:30:07,24.9707091972
105,0.149054260399,2017-04-15 21:30:08,25.606921088
106,0.128773311897,2017-04-15 21:30:09,24.336550517
107,0.130840733858,2017-04-15 21:30:10,24.4748926359
108,0.170700360661,2017-04-15 21:30:11,26.7847219836
109,0.116386365327,2017-04-15 21:30:12,23.4580753225
110,0.139564457341,2017-04-15 21:30:13,25.0355298351
111,0.201086237435,2017-04-15 21:30:14,28.2076801698
112,0.240310321242,2017-04-15 21:30:15,29.7554816894
113,0.22399227443,2017-04-15 21:30:16,29.144694002
114,0.181779172019,2017-04-15 21:30:17,27.3309156282
115,0.223119056868,2017-04-15 21:30:18,29.1107665191
116,0.252932539792,2017-04-15 21:30:19,30.2001273086
117,0.255219131799,2017-04-15 21:30:20,30.2782977486
118,0.149845907742,2017-04-15 21:30:21,25.6529309486
119,0.178996257326,2017-04-15 21:30:22,27.1969122157
120,0.233277764684,2017-04-15 21:30:23,29.4975001126
121,0.221640237568,2017-04-15 21:30:24,29.0530053493
122,0.235192367401,2017-04-15 21:30:25,29.5684976826
123,0.311271278879,2017-04-15 21:30:26,32.0028142097
124,0.368485693492,2017-04-15 21:30:27,33.468445829
125,0.294154237525,2017-04-15 21:30:28,31.5115353919
126,0.126382499086,2017-04-15 21:30:29,24.1737719864
127,0.123603785353,2017-04-15 21:30:30,23.980668633
128,0.103783341331,2017-04-15 21:30:31,22.4625861855
129,0.0625939296663,2017-04-15 21:30:32,18.0706775605
130,0.0485602181903,2017-04-15 21:30:33,15.8656457982
131,0.0675495225903,2017-04-15 21:30:34,18.7324788888
132,0.0636080182882,2017-04-15 21:30:35,18.2102705157
133,0.0767908484904,2017-04-15 21:30:36,19.8462225353
134,0.123699745529,2017-04-15 21:30:37,23.9874093337
135,0.130962949788,2017-04-15 21:30:38,24.4830021793
136,0.106513562628,2017-04-15 21:30:39,22.6881314306
137,0.0738729938111,2017-04-15 21:30:40,19.5097472054
138,0.0642581290056,2017-04-15 21:30:41,18.2985947317
139,0.130250893307,2017-04-15 21:30:42,24.43564742
140,0.128493407847,2017-04-15 21:30:43,24.3176501583
141,0.0936778233288,2017-04-15 21:30:44,21.5727690302
142,0.149478988292,2017-04-15 21:30:45,25.6316362051
143,0.128027671218,2017-04-15 21:30:46,24.2861101271
144,0.0807374396484,2017-04-15 21:30:47,20.2815326677
145,0.0669392066395,2017-04-15 21:30:48,18.6536444257
146,0.0589965360766,2017-04-15 21:30:49,17.5565634738
147,0.0926743013152,2017-04-15 21:30:50,21.4792196195
148,0.0776135154115,2017-04-15 21:30:51,19.9387803041
149,0.101378259361,2017-04-15 21:30:52,22.258929814
150,0.128790640706,2017-04-15 21:30:53,24.337719284
151,0.164759012222,2017-04-15 21:30:54,26.4770168009
152,0.10091991935,2017-04-15 21:30:55,22.219571105
153,0.100876240963,2017-04-15 21:30:56,22.2158110171
154,0.0916672300386,2017-04-15 21:30:57,21.3843153739
155,0.148684544087,2017-04-15 21:30:58,25.5853497195
