,RMS,Time,decibels
0,0.00368276903572,2017-04-16 07:25:31,8.7556075404
1,0.00501833218647,2017-04-16 07:25:32,11.443305998
2,0.0066279176802,2017-04-16 07:25:33,13.8596599959
3,0.0101922416349,2017-04-16 07:25:34,17.5975121054
4,0.00311679713171,2017-04-16 07:25:35,7.30628859104
5,0.00475886788035,2017-04-16 07:25:36,10.9821908349
6,0.00967644492105,2017-04-16 07:25:37,17.1464344589
7,0.00319314443554,2017-04-16 07:25:38,7.51648914904
8,0.00336034526667,2017-04-16 07:25:39,7.95979592647
9,0.00326381956721,2017-04-16 07:25:40,7.7066407158
10,0.00437039898051,2017-04-16 07:25:41,10.2425396044
11,0.011475753748,2017-04-16 07:25:42,18.6277422881
12,0.0059321903708,2017-04-16 07:25:43,12.8964194722
13,0.0136687507564,2017-04-16 07:25:44,20.1466943687
14,0.00724685778273,2017-04-16 07:25:45,14.6351126506
15,0.00421303118222,2017-04-16 07:25:46,9.92401135071
16,0.00396627755817,2017-04-16 07:25:47,9.39977993339
17,0.00428775611239,2017-04-16 07:25:48,10.0767193747
18,0.00466092336773,2017-04-16 07:25:49,10.8015571318
19,0.0037764690905,2017-04-16 07:25:50,8.97383656943
20,0.00358672540752,2017-04-16 07:25:51,8.52608046517
21,0.0032317472764,2017-04-16 07:25:52,7.62086570988
22,0.00586747225715,2017-04-16 07:25:53,12.8011387769
23,0.0053901037549,2017-04-16 07:25:54,12.0640603817
24,0.0062594072543,2017-04-16 07:25:55,13.3627820578
25,0.0526378998073,2017-04-16 07:25:56,31.8580889423
26,0.0101521045974,2017-04-16 07:25:57,17.5632395536
27,0.0129977124212,2017-04-16 07:25:58,19.7094563569
28,0.0109784237766,2017-04-16 07:25:59,18.2429176986
29,0.0111065234752,2017-04-16 07:26:00,18.3436806581
30,0.010584609841,2017-04-16 07:26:01,17.9256149631
31,0.0096657634567,2017-04-16 07:26:02,17.1368411355
32,0.0097800123319,2017-04-16 07:26:03,17.2389059285
33,0.00646490888243,2017-04-16 07:26:04,13.6433660451
34,0.00642730585777,2017-04-16 07:26:05,13.592697226
35,0.0310621626054,2017-04-16 07:26:06,27.2767516571
36,0.00904704736249,2017-04-16 07:26:07,16.5622551587
37,0.0135385275004,2017-04-16 07:26:08,20.0635465098
38,0.00691924790824,2017-04-16 07:26:09,14.2332957029
39,0.0114926057276,2017-04-16 07:26:10,18.6404880361
40,0.00614628067728,2017-04-16 07:26:11,13.2043656595
41,0.00478751029238,2017-04-16 07:26:12,11.0343122932
42,0.00320237041049,2017-04-16 07:26:13,7.54154916619
43,0.00644081858183,2017-04-16 07:26:14,13.610939212
44,0.0129652000685,2017-04-16 07:26:15,19.6877023372
45,0.00926094826426,2017-04-16 07:26:16,16.7652270414
46,0.00820221511204,2017-04-16 07:26:17,15.7107409794
47,0.00818545382779,2017-04-16 07:26:18,15.6929731423
48,0.00541182605929,2017-04-16 07:26:19,12.0989944715
49,0.00322835962444,2017-04-16 07:26:20,7.61175602353
50,0.00362311851881,2017-04-16 07:26:21,8.61376869704
51,0.00475344330155,2017-04-16 07:26:22,10.9722842418
52,0.00993023154955,2017-04-16 07:26:23,17.3713053871
53,0.0147283632554,2017-04-16 07:26:24,20.7952076189
54,0.011038791911,2017-04-16 07:26:25,18.2905488137
55,0.00538926358445,2017-04-16 07:26:26,12.0627063824
56,0.00464019455387,2017-04-16 07:26:27,10.7628416807
57,0.00412127992322,2017-04-16 07:26:28,9.73276014899
58,0.00748248160096,2017-04-16 07:26:29,14.9130310325
59,0.00711920717942,2017-04-16 07:26:30,14.480750515
60,0.00624786253776,2017-04-16 07:26:31,13.3467471975
61,0.00573899657988,2017-04-16 07:26:32,12.6088371991
62,0.00573764475277,2017-04-16 07:26:33,12.606790987
63,0.00733665510855,2017-04-16 07:26:34,14.7420799534
64,0.00409260957203,2017-04-16 07:26:35,9.67212419379
65,0.00459521215374,2017-04-16 07:26:36,10.678229218
66,0.00899035132788,2017-04-16 07:26:37,16.5076511517
67,0.0150639459744,2017-04-16 07:26:38,20.9908928694
68,0.0199857105908,2017-04-16 07:26:39,23.4465097642
69,0.0225441390954,2017-04-16 07:26:40,24.4927909871
70,0.022869056957,2017-04-16 07:26:41,24.6170830031
